title	id	price	condition	availability	channel	feed label	language	additional image link	age group	all clicks	brand	canonical link	color	custom label 0	custom label 1	custom label 2	custom label 3	custom label 4	description	gender	google product category	gtin	identifier exists	image link	item group id	link	material	merchant item id	modification info(modification source:modifier)	mpn	pattern	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	return policy label	sell on google quantity	shipping(country)	shipping label	shipping weight	size	sku	update type
Shop Women’s Printed Loungewear Pant Egg Nog | Twin Birds XL / Egg Nog	shopify_IN_10030248886588_51707655979324	599.00 INR		out of stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_84ada885-7c30-4979-b1eb-55098e90563e.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_5bd7499c-a401-4a8d-96d9-a2167b53c139.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_079798be-6820-461b-97fe-4a67fb6ac4ed.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_3c1fd840-e1cd-4dd9-8654-3333138a27c3.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_c3565c01-6ec2-44bd-bf6c-c87f1bc2779a.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_f1a79918-ba49-42e5-9ab3-65c9e38b2f52.jpg?v=1747290365,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_3e426ae5-9b59-4a28-a245-268bbefd8383.jpg?v=1747290365		0	Twin Birds		Egg Nog						Cozy up in Twin Birds Egg Nog Printed Pants. Designed for relaxed nights & chic casual wear. Shop women’s loungewear night pants online today!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_b3a2c715-d215-4606-8af3-42ce48141caa.jpg?v=1747290362	shopify_IN_10030248886588	https://twinbirds.co.in/products/women-printed-loungewear-pant-egg-nog?variant=51707655979324&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/51707655979324	third party shopify:third party syncing			size:XL:Variant,color:Egg Nog:Variant	Printed Night Pant			0			0.32 kg	XL	1914-NPP002/EggNog-XL	
Sleek Kurti Pants - Butterscotch | Twin Birds XL / Butter Scotch	shopify_IN_8178767298876_44638398087484	649.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_7dc86c56-9641-4234-a200-49c2ea480c35.jpg?v=1760158625,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_af6d7411-97a0-45f2-abce-38c0bce1161a.jpg?v=1760158625,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_d5dd69d5-ba90-42f4-8770-1752e7464898.jpg?v=1760158625,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_e2fb1950-f91d-44d2-bd0e-02dafc27d0bf.jpg?v=1760158625,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_7c362a69-3f4e-4770-8116-27d82e94d568.jpg?v=1760158626,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_326b1d10-72bf-4a78-a9ce-21b0b1ac2371.jpg?v=1760158625,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_a1b5ac7b-358b-4703-b755-d2493bdf48d6.jpg?v=1760158625		0	Twin Birds		Butter Scotch						"Chic Butter Scotch sleek pant featuring a tailored pencil silhouette. A structured, flat-front design ideal for pairing with long kurtis. Order at Twin Birds!"		apparel & accessories > clothing > outfit sets			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_e5a8d470-8d70-4e04-b155-d93afed1d263.jpg?v=1760158625	shopify_IN_8178767298876	https://twinbirds.co.in/products/women-sleek-kurti-pant-butter-scotch?variant=44638398087484&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638398087484	third party shopify:third party syncing			size:XL:Variant,color:Butter Scotch:Variant	Sleek Kurti Pant (Cotton)			78			0.2 kg	XL	1904-ButterScotch-XL	
Viscose Churidar Legging - Vanilla XL / Vanilla	shopify_IN_8178761204028_44638381277500	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_3e171c44-d89c-4b7d-aac2-deb818513a1d.jpg?v=1760162734,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_c43682ea-0e73-4723-932c-33f51476881b.jpg?v=1760162734,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_657e90da-2038-46cc-bf54-b58f744cee8d.jpg?v=1760162734,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_0d391f37-26c7-44b4-a3de-9f873111d277.jpg?v=1760162734,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_683b1c6d-5177-4b3f-82a4-2138fad24424.jpg?v=1760162735,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_dc39518c-9b76-4fba-8903-99e5d47716e2.jpg?v=1760162734		0	Twin Birds		Vanilla						Buy Twinbirds Vanilla Women Churidar Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_7a31afa2-2623-43be-bebd-1cb744832954.jpg?v=1760162734	shopify_IN_8178761204028	https://twinbirds.co.in/products/women-churidar-legging-viscose-vanilla?variant=44638381277500&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638381277500	third party shopify:third party syncing			size:XL:Variant,color:Vanilla:Variant	Churidhar Leggings Viscose			71			0.23 kg	XL	1503V-Vanilla-XL	
"Nude Beige Viscose Churidar Leggings for Women - Sugar Cookie, Full Length Stretchable Slim Fit Daily Ethnic Wear | Twin Birds, XL / Sugar Cookie"	shopify_IN_8178646647100_44638099865916	599.00 INR	new	in stock	Online	IN	en		adult	0	Twin Birds	https://twinbirds.co.in/products/women-churidar-legging-viscose-sugar-cookie	Sugar Cookie	leggings	churidar	500_700	office_formal	premium	"<p> <span>Soft, subtle, and seamlessly elegant - Sugar Cookie is the warm near-nude viscose churidar that works as an invisible, refined base for every kurti and anarkali you wear. <br>Sugar Cookie's near-skin-tone warmth creates the illusion of elongated legs in viscose's smooth finish - complementing every top colour and print. <br> <br>Key Features: <br>• Viscose Churidar Leggings - Sugar Cookie (Nude/Light Beige) <br>• Viscose Elastane fabric - smooth, fluid drape with a polished ethnic finish <br>• Churidar cut - fitted leg with gathered ankle ruching, traditional silhouette <br>• 4-way stretch | Wide flat waistband - all-day comfort, no rolling <br>• Full length | Machine washable <br> <br>Fabric: Viscose Elastane <br>Length: Full Length (Churidar) <br>Fit: Slim Fit <br>Rise: Mid Rise <br>Occasion: Daily Ethnic Wear, Office Ethnic, All-Occasion <br>Style with: Works beautifully under every ethnic shade. Especially stunning under richly coloured anarkalis for clean contrast. <br>Perfect for: Anarkalis, Kurtis, Salwar Kameez, Festive Ethnic Wear <br>Sizes: S to 3XL <br>Care: Machine washable, Gentle cycle <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_19375b78-d5c7-4892-b2b4-c18111bb56b4.jpg?v=1760163480	8178646647100	https://twinbirds.co.in/products/women-churidar-legging-viscose-sugar-cookie?currency=INR&country=IN&variant=44638099865916&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Viscose Elastane			1503V_Sugar-Cookie_XL	Solid		Women > Leggings > Viscose Leggings > Churidar		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	XL		
Lip Stick capri legging 2XL / Lip Stick	shopify_IN_8178649596220_44638111826236	499.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK3.jpg?v=1710926737,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK2.jpg?v=1710926737,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK4.jpg?v=1710926737,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK5.jpg?v=1710926737,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK6.jpg?v=1710926737		1	Twin Birds		Lip Stick						Buy Twinbirds Lip Stick women capri legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/CAPRILIPSTICK1.jpg?v=1710926737	shopify_IN_8178649596220	https://twinbirds.co.in/products/women-capri-legging-cotton-lip-stick?variant=44638111826236&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638111826236	third party shopify:third party syncing			size:2XL:Variant,color:Lip Stick:Variant	Capri Leggings			15			0.23 kg	2XL	1501-Lip Stick_2XL	
Buy Kansas 40 Women Stylish Wide Jean Online	1521581269747218702	1299.00 INR	new	in stock	Online	IN	en			0									Buy TwinBirds Kansas 40 Women Wide Jean. Shop from an exclusive range at Best Prices in India from TwinBirds. Assured Quality					http://twinbirds.co.in/cdn/shop/files/1_c6cc41aa-fa1d-44fb-8b24-5c1f3ffd2e3e.jpg?v=1762771510		https://twinbirds.co.in/products/womens-wide-jean-kansas40											IN					
Buy Women’s Black Nightwear Shorts Online | Twin Birds S / Black	shopify_IN_10028410274108_51700773847356	299.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_1c997399-0576-42f5-afa5-e73ab250107b.jpg?v=1747140262,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_47034246-c84f-44cf-b3a3-d6ad017fc002.jpg?v=1747140262,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_a6fc0a5c-9fbb-4a95-bc0a-e244406cd581.jpg?v=1747140262,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_777a6d56-4cb9-4823-b5d4-58f44f852b1f.jpg?v=1747140262,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_83468b11-9868-48f2-b1a7-0a4f39f8730a.jpg?v=1747140262		0	Twin Birds		Black						"Discover Twin Birds Black Nightwear Shorts. Soft, breathable, and perfect for daily comfort. Shop women’s loungewear shorts online for perfect night comfort."					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_5cd09d55-ba1a-4a15-9d2d-49ecec2bc0db.jpg?v=1747140262	shopify_IN_10028410274108	https://twinbirds.co.in/products/women-solid-nightwear-shorts-black?variant=51700773847356&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/51700773847356	third party shopify:third party syncing			size:S:Variant,color:Black:Variant	Solid Night Shorts			33			0.08 kg	S	1911-Black-S	
Viscose Ankle Legging - Vanilla 3XL / Vanilla	shopify_IN_8178781520188_45392782295356	549.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_27b39272-a325-406f-96a7-7175b238e7d6.jpg?v=1760444329,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_42d8e3ba-b699-423a-b9bb-02e5c5c9721e.jpg?v=1760444329,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_10fede48-5ac8-4fb6-9869-39275222aa75.jpg?v=1760444329,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_f3bca113-b518-4d87-ac19-56dba0870b68.jpg?v=1760444329,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_05d674a4-22e1-44b8-a83e-92ef7a228c79.jpg?v=1760444329,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_f9714a68-7dee-4be3-93bd-f88de9116653.jpg?v=1760444329		0	Twin Birds		Vanilla						Buy Twinbirds Vanilla women Ankle Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_5d6aa99a-25ef-48df-9444-da04624327b5.jpg?v=1760444329	shopify_IN_8178781520188	https://twinbirds.co.in/products/women-ankle-legging-viscose-vanilla?variant=45392782295356&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/45392782295356	third party shopify:third party syncing			size:3XL:Variant,color:Vanilla:Variant	Ankle Leggings Viscose			64			0.23 kg	3XL	1502V-Vanilla-3XL	
Buy Women's Oversized Loungewear T-Shirt Blue Mirage | Twin Birds	4185471742535675324		new	out of stock	Online	IN	en			0									Women's oversized t-shirt in Blue Mirage delivers relaxed and trendy vibe. Ideal for everyday styling. Shop oversized tees for women online now.					http://twinbirds.co.in/cdn/shop/files/1_4e8570df-94cd-4728-a94d-ca429a47b4a0.jpg?v=1754456230		https://twinbirds.co.in/products/women-oversized-tshirt-blue-mirage											IN					
Stone Green Viscose Kurti Pant - Twin Birds 4XL / Stone Green	shopify_IN_10046194549052_51749136400700	599.00 INR		out of stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_3186530c-e183-4eb1-b8a1-705bf77d0a94.jpg?v=1769677541,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_ee2ad836-a510-4dfa-8229-d8092dabfc3a.jpg?v=1769677541,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_9b6fdc68-106e-4f64-9004-2abcbb6b22d6.jpg?v=1769677541,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_7b7f4d7d-9009-4116-82ec-6282879ff3a6.jpg?v=1769677541,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_a45db082-8787-4d11-b7a4-a6b88ef6169f.jpg?v=1769677541,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_80afa0a5-0536-4a4d-9c75-c2b2d4121db6.jpg?v=1769677541		12	Twin Birds		Stone Green						Earthy Stone Green Viscose Kurti Pant. Premium quality fabric that stays soft on the skin all day long. Order your Stone Green pant from Twin Birds!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_c44e15aa-28ac-4317-9f91-f5906703612a.jpg?v=1769677541	shopify_IN_10046194549052	https://twinbirds.co.in/products/viscose-kurti-pant-stone-green?variant=51749136400700&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/51749136400700	third party shopify:third party syncing			size:4XL:Variant,color:Stone Green:Variant	Kurti Pant			0			0.16 kg	4XL	1906-StoneGreen-4XL	
"Lipstick Red Cotton Churidar Leggings for Women - Lip Stick, Full Length Stretchable Slim Fit Casual Wear | Twin Birds, L / Lip Stick"	shopify_IN_8178667716924_44638156357948	599.00 INR	new	in stock	Online	IN	en		adult	3	Twin Birds	https://twinbirds.co.in/products/women-churidar-legging-cotton-lip-stick	Lip Stick	leggings	churidar	500_700	daily_ethnic	bestseller	"<p> <span>Classic, confident, and unmistakably bold - Lip Stick is the vivid red cotton churidar that brings the energy of a perfect red lip to your entire ethnic outfit. <br>Lip Stick's pure, classic red is instantly commanding, naturally festive, and perfectly suited to both casual kurtis and formal anarkalis. <br> <br>Key Features: <br>• Cotton Churidar Leggings - Lip Stick (Lipstick Red/Classic Red) <br>• Cotton Elastane fabric - soft, breathable, comfortable in Indian weather <br>• Churidar cut - fitted leg with gathered ankle ruching, traditional silhouette <br>• 4-way stretch | Wide flat waistband - all-day comfort, no rolling <br>• Full length | Machine washable <br> <br>Fabric: Cotton Elastane <br>Length: Full Length (Churidar) <br>Fit: Slim Fit <br>Rise: Mid Rise <br>Occasion: Casual Ethnic, Festive Casual, Bold Daily <br>Style with: Keep it classic - a white or black kurti is all you need. This vivid red does all the work. <br>Perfect for: Anarkalis, Kurtis, Salwar Kameez, Ethnic Casual & Festive Wear <br>Sizes: S to 3XL <br>Care: Machine washable, Easy care <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_fe429f14-08ae-4f2d-895b-9efe1c21cbaa.jpg?v=1762501051	8178667716924	https://twinbirds.co.in/products/women-churidar-legging-cotton-lip-stick?currency=INR&country=IN&variant=44638156357948&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Cotton Elastane			1503-LipStick_L	Solid		Women > Leggings > Cotton Leggings > Churidar		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	L		
"White Cotton Ankle Leggings for Women - Pearl White, Ankle Length Stretchable Slim Fit Daily Wear | Twin Birds, S / Pearl White"	shopify_IN_8178659164476_44638133289276	549.00 INR	new	in stock	Online	IN	en		adult	2	Twin Birds	https://twinbirds.co.in/products/women-ankle-legging-cotton-pearl-white	Pearl White	leggings	ankle	500_700	all_season	bestseller	"<p> <span>Crisp, clean, and endlessly timeless - Pearl White is the essential white legging that never goes out of style and pairs with everything in your wardrobe. <br> <br>These Pearl White ankle length cotton leggings are made for women who want a reliable, comfortable everyday fit - whether it's a work-from-home day, an office meeting, a college class, or a casual outing with family. <br> <br>Key Features: <br>• Cotton Ankle Leggings for Women - Pearl White (White/Off White) <br>• Super 4-Way Stretch Comfort - Premium cotton + elastane blend for all-day flexibility and perfect fit <br>• Ankle Length Design - Classic slim silhouette that pairs beautifully with tops, T-shirts, kurtis & tunics <br>• Wide No-Roll Waistband - Secure, flat waistband for everyday comfort and confidence - no slipping, no digging <br>• Breathable & Lightweight - Soft cotton fabric ideal for all-day wear in every Indian season <br>• Shape-Retaining Fabric - Retains its form wash after wash; no bagging, no pilling <br> <br> <br>Fabric: Cotton Elastane <br>Length: Ankle Length <br>Fit: Slim Fit <br>Occasion: Daily Wear, Office Wear, All-Occasion <br>Style with: A timeless essential - pairs with every colour and print. Perfect under long kurtis, anarkalis, and floral tops. <br>Available sizes: S to 3XL <br>Care: Machine washable | Do not bleach <br> <br>Best for: daily wear, office wear, all-occasion <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_d842cb26-25e3-46a1-9f9c-d9fc2a2b5850.jpg?v=1762329220	8178659164476	https://twinbirds.co.in/products/women-ankle-legging-cotton-pearl-white?currency=INR&country=IN&variant=44638133289276&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Cotton Elastane			1502-Pearl white_S	Solid		Women > Leggings > Cotton Leggings > Ankle Length		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	S		
Cotton Churidar Legging - Burgandy XL / Burgandy	shopify_IN_8178783387964_44638435639612	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_1c1b3037-26e7-4671-8b43-5b9615bbf440.jpg?v=1762502547,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_6f584e01-d737-4cc9-8abc-1057654545f0.jpg?v=1762502547,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_98a09022-3e16-48fb-912e-49934dd5ab3d.jpg?v=1762502547,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_6e7d7781-2396-4f0e-a3c6-1df37d838852.jpg?v=1762502547,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_55e35c52-0684-47b3-803e-fafa47d80b86.jpg?v=1762502547,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_e284711c-cc5f-43b6-91ee-0d5a27ede557.jpg?v=1762502548		0	Twin Birds		Burgandy						Buy   Twinbirds Burgundy Women Churidar legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_4968249a-ee02-4b85-9415-89c5e6a9e853.jpg?v=1762502547	shopify_IN_8178783387964	https://twinbirds.co.in/products/women-churidar-legging-cotton-burgandy?variant=44638435639612&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638435639612	third party shopify:third party syncing			size:XL:Variant,color:Burgandy:Variant	Churidhar Leggings Cotton			88			0.23 kg	XL	1503-Burgundy-XL	
Shop Women’s Textured Loungewear Pant Elephant Grey | Twin Birds XS / Elephant Grey	shopify_IN_10028487049532_51701075706172	799.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_b1e78ffb-9788-4475-b178-c7ac48e1c8fc.jpg?v=1747143594,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_997d97a6-d884-4765-9cf9-05734632e098.jpg?v=1747143594,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_2569d76f-c62f-464d-9b13-2721b93e196e.jpg?v=1747143594,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_1aa68964-5494-46ef-8a7a-a22a504ed9a5.jpg?v=1747143591,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_3a0540ac-2890-4495-a88a-9e070bd6e97c.jpg?v=1747143591,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_5c42dcce-1a24-498a-b786-56e5f6229519.jpg?v=1747143591,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_d267cb87-73a6-4b0b-bc9f-a45cb7c77c2e.jpg?v=1747143591		0	Twin Birds		Elephant Grey						Twin Birds elephant grey textured loungewear pant. Classic style with unmatched comfort. Order your loungewear night pants online today.					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_df8fa502-ab2a-4bd0-84db-f2c168de6e19.jpg?v=1747143591	shopify_IN_10028487049532	https://twinbirds.co.in/products/women-textured-loungewear-pant-elephant-grey?variant=51701075706172&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/51701075706172	third party shopify:third party syncing			size:XS:Variant,color:Elephant Grey:Variant	Textured Night Pant			80			0.28 kg	XS	1910T-T1ElephantGrey-XS	
Regular Fit Track Pant - Black M / Black	shopify_IN_10357517779260_52961303232828	799.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/BLACK_9268da55-ced0-40d0-9956-55cec45f9917.jpg?v=1775542764,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_48ca10dc-54de-4d23-9b01-a32626e7ffa5.jpg?v=1775542767,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_9c7703bf-15ff-4566-b3f8-e32e4764e8d7.jpg?v=1775542770,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_90da50b3-50c3-4c92-b01b-8ad49b33c92d.jpg?v=1775542773,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_98d51844-9d7e-4a39-aa3e-f7c607fbc1be.jpg?v=1775542776,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_a5aa129e-899e-4d4c-9d10-004d95c890f6.jpg?v=1775542779		19	Twin Birds		Black						Mid-rise comfort fit Relaxed straight silhouette Functional side pockets with embroidery touch					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_f5b4deda-9673-4ab5-bc47-7ea4914052b6.jpg?v=1775542760	shopify_IN_10357517779260	https://twinbirds.co.in/products/regular-fit-track-pant-black?variant=52961303232828&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52961303232828	third party shopify:third party syncing			size:M:Variant,color:Black:Variant	Track Pants			12			0.2 kg	M	AB003-Black-M	
Viscose Ankle Legging - Magic Garden M / Magic Garden	shopify_IN_8178639962428_44638074962236	549.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_47fda4d2-6e71-4b5e-bfbc-42e69a11bbf1.jpg?v=1760445249,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_48ec66b1-8fba-4a4e-833a-32f8a693e7b5.jpg?v=1760445248,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_533caab4-7771-4dcc-9cb4-f9e9c8d640eb.jpg?v=1760445249,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_73fc9ef4-75a7-413c-b6ef-053ae61784e4.jpg?v=1760445249,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_56a3892c-8637-423c-b42c-122b80a3457f.jpg?v=1760445249,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_50317cac-f67d-4caf-a1dd-495b709663e4.jpg?v=1760445249		0	Twin Birds		Magic Garden						Buy Twinbirds Magic Garden Women Ankle Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_ce4d84d5-798e-47a2-9d87-2831a01989a6.jpg?v=1760445248	shopify_IN_8178639962428	https://twinbirds.co.in/products/women-ankle-legging-viscose-magic-garden?variant=44638074962236&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638074962236	third party shopify:third party syncing			size:M:Variant,color:Magic Garden:Variant	Ankle Leggings Viscose			97			0.23 kg	M	1502V-MagicGarden_M	
Buy Carbon Black Ankle Length Legging Online 3XL / Carbon Black	shopify_IN_8178654282044_44638122082620	549.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_15872faf-f278-4470-96ae-4060ebd9bc8f.jpg?v=1762330058,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_ce303242-3d0b-4dcf-9558-e311ac1eb284.jpg?v=1762330057,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_d06a0d8a-44ef-4a6a-8fda-94b7e211dd34.jpg?v=1762330058,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_69971e58-5cee-4fbd-a6f0-f5ae68e282a7.jpg?v=1762330058,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_e1360813-04de-42fe-8e08-935381e3c6a1.jpg?v=1762330058,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_76f0a2a8-9748-44f2-a82a-9ddf0cab135e.jpg?v=1762330058,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_f8809d53-5eb2-41e1-bbab-7953711b0ace.jpg?v=1762330058		11	Twin Birds		Carbon Black						Buy carbon black women's ankle length legging @ Twinbirds. Effortless Leggings with stylish looks. Excellent stretchability and recovery. Wide variety of colors available.					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_6b01a832-9fe1-4b61-ab2a-4413c11fee7b.jpg?v=1762330058	shopify_IN_8178654282044	https://twinbirds.co.in/products/women-ankle-legging-cotton-carbon-black?variant=44638122082620&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638122082620	third party shopify:third party syncing			size:3XL:Variant,color:Carbon Black:Variant	Ankle Leggings Cotton			25			0.23 kg	3XL	1502-Carbon Black_3XL	
